,cluster_no,sentences
2125,1,the new government formed dominated sandinistas resulted new model economic development
2126,1,economic growth uneven
2127,1,after government chose fill gap decreasing revenues mushrooming military expenditures printing large amounts paper money
2128,1,measures taken government lower inflation largely wiped natural disaster
2129,1,coffee product would change nicaragua economy
2130,1,unlike traditional cattle raising subsistence farming coffee production required significant capital large pools labor
2131,1,by end th century entire economy came resemble often referred banana republic economy one controlled foreign interests small domestic elite oriented toward production single agriculture export
2132,1,by mid government economic dictatorial political policies alienated nearly sectors society
2133,1,many government expenditures shifted military budget
2134,1,although anti somoza forces finally struggle july human physical cost revolution tremendous
2135,1,the economic policies violeta barrios de chamorro president radical change previous administration
2136,1,with cochin spice markets starved recent siege lopo soares sets collecting spices elsewhere
2137,1,october while cochin lopo soares receives reports zamorin calicut dispatched force fortify cranganore port city northern end vembanad lagoon usual entry point zamorin army fleet malabari backwaters
2138,1,the assault troops capture cranganore subject ancient city great capital chera dynasty kerala thorough violent sacking razing
2139,1,on december th armada first headed north cochin intending dock briefly port ponnani soares could pay respects portugal new ally raja tanur
2140,1,the egyptian fleet come military mission evacuate expatriate arab merchants families calicut bring home egypt arabia
2141,1,the large well armed th armada led vasco da gama hoped means strong show force persuade zamorin sue terms
2142,1,gama delivered report lisbon late affect outfitting th armada left command afonso de albuquerque months earlier
2143,1,basing vasco da gama report th armada set early equipped purposefully bringing soldiers ships protect portuguese factories cochin cannanore
2144,1,lopo soares destruction arab egyptian fleet pandarane must also seemed like blow zamorin
2145,1,july about nine days lopo de abreu arrival lopo soares de albergaria main fleet arrives lisbon
2146,1,june proceeding good order th armada reaches cape good hope
2147,1,there private participation fleet
2148,1,the carracks designated return lisbon spice cargoes three four small ships navetas caravels slated remain india bolster local portuguese coastal patrol
